idnum,timeseries_num,year,yearnum,site,site_num,latitude,longitude,site_group,species,species_code,species_num,breeding_success,n,hemisphere
3324,104,2000,37,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.774,115,south
3325,104,2001,38,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.784,162,south
3326,104,2002,39,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.678,149,south
3327,104,2003,40,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.731,216,south
3328,104,2004,41,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.719,221,south
3329,104,2005,42,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,,19,south
3330,104,2006,43,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,,,south
3331,104,2007,44,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.575,120,south
3332,104,2008,45,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.655,165,south
3333,104,2009,46,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.554,101,south
3334,104,2010,47,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.66,106,south
3335,104,2011,48,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.517,89,south
3336,104,2012,49,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.557,97,south
3337,104,2013,50,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.567,90,south
3338,104,2014,51,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.681,94,south
3339,104,2015,52,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.527,74,south
3340,104,2016,53,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.667,102,south
3341,104,2017,54,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.804,56,south
3342,104,2018,55,Antipodes,36,-49.6699,178.8052,SW Pacific,Antipodean wandering albatross,awal,48,0.896,96,south
3343,105,1993,30,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.61,38,south
3344,105,1994,31,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.68,34,south
3345,105,1995,32,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.65,49,south
3346,105,1996,33,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.32,47,south
3347,105,1997,34,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.64,36,south
3348,105,1998,35,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.22,45,south
3349,105,1999,36,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.42,48,south
3350,105,2000,37,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.59,39,south
3351,105,2001,38,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.47,43,south
3352,105,2002,39,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.63,43,south
3353,105,2003,40,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,,40,south
3354,105,2004,41,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.68,44,south
3355,105,2005,42,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.37,46,south
3356,105,2006,43,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.47,47,south
3357,105,2007,44,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.59,39,south
3358,105,2008,45,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.68,38,south
3359,105,2009,46,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.52,44,south
3360,105,2010,47,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.39,36,south
3361,105,2011,48,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.55,31,south
3362,105,2012,49,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.3,27,south
3363,105,2013,50,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.36,28,south
3364,105,2014,51,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.3,23,south
3365,105,2015,52,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.4,20,south
3366,105,2016,53,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.58,24,south
3367,105,2017,54,Kauwahaia,37,-36.886544,174.437072,SW Pacific,sooty shearwater,sosh,53,0.59,17,south
3368,106,1990,27,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.88,8,south
3369,106,1991,28,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.55,11,south
3370,106,1992,29,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.73,11,south
3371,106,1993,30,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.3,10,south
3372,106,1994,31,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.7,10,south
3373,106,1995,32,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.88,8,south
3374,106,1996,33,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.56,18,south
3375,106,1997,34,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.44,16,south
3376,106,1998,35,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.32,25,south
3377,106,1999,36,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.45,22,south
3378,106,2000,37,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.67,21,south
3379,106,2001,38,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.56,16,south
3380,106,2002,39,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.53,19,south
3381,106,2003,40,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,,22,south
3382,106,2004,41,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.36,22,south
3383,106,2005,42,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.25,20,south
3384,106,2006,43,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.65,17,south
3385,106,2007,44,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.55,22,south
3386,106,2008,45,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.56,18,south
3387,106,2009,46,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.71,21,south
3388,106,2010,47,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.28,18,south
3389,106,2011,48,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.68,19,south
3390,106,2012,49,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.3,23,south
3391,106,2013,50,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.52,23,south
3392,106,2014,51,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.7,27,south
3393,106,2015,52,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.58,26,south
3394,106,2016,53,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.74,27,south
3395,106,2017,54,Kauwahaia,37,-36.886544,174.437072,SW Pacific,flesh-footed shearwater,ffsh,51,0.62,21,south
3396,107,1993,30,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.63,51,south
3397,107,1994,31,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.71,49,south
3398,107,1995,32,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.65,63,south
3399,107,1996,33,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.43,60,south
3400,107,1997,34,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.68,63,south
3401,107,1998,35,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.59,69,south
3402,107,1999,36,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.33,75,south
3403,107,2000,37,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.47,75,south
3404,107,2001,38,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.59,73,south
3405,107,2002,39,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.65,84,south
3406,107,2003,40,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.52,87,south
3407,107,2004,41,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.67,82,south
3408,107,2005,42,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.68,85,south
3409,107,2006,43,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.61,97,south
3410,107,2007,44,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.59,98,south
3411,107,2008,45,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.59,82,south
3412,107,2009,46,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.66,105,south
3413,107,2010,47,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.71,109,south
3414,107,2011,48,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.7,113,south
3415,107,2012,49,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.64,120,south
3416,107,2013,50,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.7,122,south
3417,107,2014,51,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.53,116,south
3418,107,2015,52,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.67,111,south
3419,107,2016,53,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.69,121,south
3420,107,2017,54,Ihumoana,38,-36.891415,174.439632,SW Pacific,grey-faced petrel,gfpe,52,0.59,119,south
3421,108,1994,31,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.48,21,south
3422,108,1995,32,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.4,30,south
3423,108,1996,33,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.47,38,south
3424,108,1997,34,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.46,45,south
3425,108,1998,35,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.72,54,south
3426,108,1999,36,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.78,54,south
3427,108,2000,37,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.74,98,south
3428,108,2001,38,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.81,112,south
3429,108,2002,39,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.73,128,south
3430,108,2003,40,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.79,128,south
3431,108,2004,41,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.86,133,south
3432,108,2005,42,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.83,137,south
3433,108,2006,43,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.84,160,south
3434,108,2007,44,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.88,160,south
3435,108,2008,45,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.76,159,south
3436,108,2009,46,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.77,151,south
3437,108,2010,47,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.66,150,south
3438,108,2011,48,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.76,176,south
3439,108,2012,49,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.71,177,south
3440,108,2013,50,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.82,184,south
3441,108,2014,51,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.76,136,south
3442,108,2015,52,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.85,146,south
3443,108,2016,53,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.82,164,south
3444,108,2017,54,Rangatira,39,-44.3465,-176.1721,SW Pacific,Chatham petrel,chap,50,0.72,156,south
3445,109,1998,35,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,76.8,142,south
3446,109,1999,36,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,73.6,178,south
3447,109,2000,37,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,76.2,168,south
3448,109,2001,38,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,70.3,192,south
3449,109,2002,39,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,68.8,199,south
3450,109,2003,40,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,76,208,south
3451,109,2004,41,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,79.6,226,south
3452,109,2005,42,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,66.9,257,south
3453,109,2006,43,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,82.5,257,south
3454,109,2007,44,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,77.3,256,south
3455,109,2008,45,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,75.6,266,south
3456,109,2009,46,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,73.8,244,south
3457,109,2010,47,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,60.7,262,south
3458,109,2011,48,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,76.6,214,south
3459,109,2012,49,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,80.8,276,south
3460,109,2013,50,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,70.3,266,south
3461,109,2014,51,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,70.3,283,south
3462,109,2015,52,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,66.8,286,south
3463,109,2016,53,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,68,285,south
3464,109,2017,54,Hirakimata,40,-36.1862,175.4126,SW Pacific,black petrel,blpe,54,61.8,278,south
3465,110,1983,20,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.438596491,114,south
3466,110,1984,21,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.023809524,168,south
3467,110,1985,22,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.706467662,201,south
3468,110,1986,23,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.442708333,192,south
3469,110,1987,24,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.124401914,209,south
3470,110,1988,25,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.787234043,188,south
3471,110,1989,26,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.535087719,228,south
3472,110,1990,27,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.366336634,202,south
3473,110,1991,28,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.123595506,178,south
3474,110,1992,29,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.655844156,154,south
3475,110,1993,30,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.612565445,191,south
3476,110,1994,31,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.544444444,180,south
3477,110,1995,32,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.577777778,180,south
3478,110,1996,33,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.991525424,236,south
3479,110,1997,34,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.450867052,173,south
3480,110,1998,35,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.708571429,175,south
3481,110,1999,36,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.139784946,186,south
3482,110,2000,37,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.063694268,157,south
3483,110,2001,38,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.65648855,131,south
3484,110,2002,39,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.333333333,120,south
3485,110,2003,40,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.583333333,120,south
3486,110,2004,41,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.80620155,129,south
3487,110,2005,42,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.811188811,143,south
3488,110,2006,43,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.847826087,138,south
3489,110,2007,44,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.842767296,159,south
3490,110,2008,45,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.678362573,171,south
3491,110,2009,46,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.291428571,175,south
3492,110,2010,47,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.304347826,23,south
3493,110,2011,48,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,,,south
3494,110,2012,49,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.107438017,121,south
3495,110,2013,50,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.478723404,94,south
3496,110,2014,51,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.529411765,34,south
3497,110,2015,52,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.476923077,65,south
3498,110,2016,53,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.681818182,22,south
3499,110,2017,54,Punta Tombo,41,-44.045529,-65.223237,SE Atlantic,Magellanic penguin,mgpe,55,0.538461538,78,south
3500,111,1981,18,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0,90,north
3501,111,1982,19,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.95,59,north
3502,111,1983,20,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.35,85,north
3503,111,1984,21,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.15,20,north
3504,111,1985,22,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.55,69,north
3505,111,1986,23,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.67,49,north
3506,111,1987,24,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.53,36,north
3507,111,1988,25,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.19,139,north
3508,111,1989,26,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.66,35,north
3509,111,1990,27,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.44,48,north
3510,111,1991,28,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.05,80,north
3511,111,1992,29,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.14,14,north
3512,111,1993,30,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.14,29,north
3513,111,1994,31,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,2.42,38,north
3514,111,1995,32,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.85,39,north
3515,111,1996,33,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.65,46,north
3516,111,1997,34,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.17,48,north
3517,111,1998,35,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.53,60,north
3518,111,1999,36,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.87,76,north
3519,111,2000,37,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.87,87,north
3520,111,2001,38,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.84,98,north
3521,111,2002,39,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.34,68,north
3522,111,2003,40,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.85,133,north
3523,111,2004,41,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.31,138,north
3524,111,2005,42,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.21,136,north
3525,111,2006,43,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.69,117,north
3526,111,2007,44,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.53,154,north
3527,111,2008,45,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.73,142,north
3528,111,2009,46,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.32,121,north
3529,111,2010,47,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.23,124,north
3530,111,2011,48,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.13,141,north
3531,111,2012,49,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.01,135,north
3532,111,2013,50,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.02,129,north
3533,111,2014,51,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.12,175,north
3534,111,2015,52,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.41,196,north
3535,111,2016,53,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,1.12,220,north
3536,111,2017,54,Wilhelmshaven,42,53.511,8.1052,NE Europe,common tern,cote,56,0.46,265,north
3537,112,1968,5,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.504,141,south
3538,112,1969,6,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.548,155,south
3539,112,1970,7,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.592,157,south
3540,112,1971,8,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.549,122,south
3541,112,1972,9,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.586,140,south
3542,112,1973,10,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.575,80,south
3543,112,1974,11,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.62,163,south
3544,112,1975,12,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.35,240,south
3545,112,1976,13,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.282,195,south
3546,112,1977,14,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.25,40,south
3547,112,1978,15,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.323,195,south
3548,112,1979,16,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.174,86,south
3549,112,1980,17,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.863,80,south
3550,112,1981,18,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.971,70,south
3551,112,1982,19,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.672,235,south
3552,112,1983,20,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.888,249,south
3553,112,1984,21,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.35,80,south
3554,112,1985,22,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.88,158,south
3555,112,1986,23,Pointe Geologie,46,-66.66667,140.016667,Pt. Geologie,snow petrel,snpe,62,0.552,87,south
